"Day","Phylum","FamName","Responders","count","Phylumtotal","Fraction"
2,"Proteobacteria","[Entotheonellaceae]","None",3,966,0.0031055900621118
2,"Proteobacteria","Erythrobacteraceae","Both",1,966,0.0010351966873706
2,"Proteobacteria","Erythrobacteraceae","None",1,966,0.0010351966873706
2,"Proteobacteria","Erythrobacteraceae","PyOM",1,966,0.0010351966873706
2,"Proteobacteria","Erythrobacteraceae","Stover",1,966,0.0010351966873706
2,"Proteobacteria","Geobacteraceae","None",3,966,0.0031055900621118
2,"Proteobacteria","Haliangiaceae","None",13,966,0.0134575569358178
2,"Proteobacteria","Halomonadaceae","Stover",1,966,0.0010351966873706
2,"Proteobacteria","HTCC2089","None",2,966,0.0020703933747412
2,"Proteobacteria","Hyphomicrobiaceae","Both",3,966,0.0031055900621118
2,"Proteobacteria","Hyphomicrobiaceae","None",36,966,0.0372670807453416
2,"Proteobacteria","Hyphomicrobiaceae","PyOM",2,966,0.0020703933747412
2,"Proteobacteria","Hyphomicrobiaceae","Stover",5,966,0.005175983436853
2,"Proteobacteria","Hyphomonadaceae","None",4,966,0.0041407867494824
2,"Proteobacteria","Legionellaceae","Both",1,966,0.0010351966873706
2,"Proteobacteria","Legionellaceae","None",6,966,0.0062111801242236
2,"Proteobacteria","Legionellaceae","Stover",4,966,0.0041407867494824
2,"Proteobacteria","Methylobacteriaceae","Both",2,966,0.0020703933747412
2,"Proteobacteria","Methylobacteriaceae","None",3,966,0.0031055900621118
2,"Proteobacteria","Methylobacteriaceae","Stover",1,966,0.0010351966873706
2,"Proteobacteria","Methylocystaceae","None",4,966,0.0041407867494824
2,"Proteobacteria","Methylophilaceae","None",1,966,0.0010351966873706
2,"Proteobacteria","Methylophilaceae","Stover",3,966,0.0031055900621118
2,"Proteobacteria","Moraxellaceae","None",1,966,0.0010351966873706
2,"Proteobacteria","Myxococcaceae","None",9,966,0.0093167701863354
2,"Proteobacteria","Myxococcaceae","PyOM",1,966,0.0010351966873706
2,"Proteobacteria","Myxococcaceae","Stover",1,966,0.0010351966873706
2,"Proteobacteria","Nannocystaceae","None",1,966,0.0010351966873706
2,"Proteobacteria","NB1-i","None",1,966,0.0010351966873706
2,"Proteobacteria","Nitrosomonadaceae","None",1,966,0.0010351966873706
2,"Proteobacteria","OM27","None",11,966,0.0113871635610766
2,"Proteobacteria","OM27","Stover",2,966,0.0020703933747412
2,"Proteobacteria","OM60","None",1,966,0.0010351966873706
2,"Proteobacteria","Oxalobacteraceae","Both",2,966,0.0020703933747412
2,"Proteobacteria","Oxalobacteraceae","None",11,966,0.0113871635610766
2,"Proteobacteria","Oxalobacteraceae","PyOM",3,966,0.0031055900621118
2,"Proteobacteria","Oxalobacteraceae","Stover",2,966,0.0020703933747412
2,"Proteobacteria","Phyllobacteriaceae","None",2,966,0.0020703933747412
2,"Proteobacteria","Phyllobacteriaceae","Stover",5,966,0.005175983436853
2,"Proteobacteria","Piscirickettsiaceae","None",5,966,0.005175983436853
2,"Proteobacteria","Polyangiaceae","None",6,966,0.0062111801242236
2,"Proteobacteria","Polyangiaceae","Stover",1,966,0.0010351966873706
2,"Proteobacteria","Pseudomonadaceae","Both",1,966,0.0010351966873706
2,"Proteobacteria","Pseudomonadaceae","None",2,966,0.0020703933747412
2,"Proteobacteria","Pseudomonadaceae","Stover",3,966,0.0031055900621118
2,"Proteobacteria","Rhizobiaceae","Both",2,966,0.0020703933747412
2,"Proteobacteria","Rhizobiaceae","None",1,966,0.0010351966873706
2,"Proteobacteria","Rhizobiaceae","PyOM",1,966,0.0010351966873706
2,"Proteobacteria","Rhizobiaceae","Stover",7,966,0.0072463768115942
2,"Proteobacteria","Rhodobacteraceae","None",3,966,0.0031055900621118
2,"Proteobacteria","Rhodobacteraceae","PyOM",1,966,0.0010351966873706
2,"Proteobacteria","Rhodobacteraceae","Stover",2,966,0.0020703933747412
2,"Proteobacteria","Rhodobiaceae","None",3,966,0.0031055900621118
2,"Proteobacteria","Rhodocyclaceae","None",4,966,0.0041407867494824
2,"Proteobacteria","Rhodocyclaceae","PyOM",1,966,0.0010351966873706
2,"Proteobacteria","Rhodospirillaceae","Both",2,966,0.0020703933747412
2,"Proteobacteria","Rhodospirillaceae","None",59,966,0.0610766045548654
2,"Proteobacteria","Rhodospirillaceae","PyOM",3,966,0.0031055900621118
2,"Proteobacteria","Rhodospirillaceae","Stover",5,966,0.005175983436853
2,"Proteobacteria","Sinobacteraceae","Both",1,966,0.0010351966873706
2,"Proteobacteria","Sinobacteraceae","None",28,966,0.0289855072463768
2,"Proteobacteria","Sinobacteraceae","Stover",5,966,0.005175983436853
2,"Proteobacteria","Sphingomonadaceae","Both",7,966,0.0072463768115942
2,"Proteobacteria","Sphingomonadaceae","None",25,966,0.025879917184265
2,"Proteobacteria","Sphingomonadaceae","Stover",10,966,0.010351966873706
2,"Proteobacteria","Syntrophobacteraceae","None",31,966,0.0320910973084886
2,"Proteobacteria","UD5","None",2,966,0.0020703933747412
2,"Proteobacteria","Unknown","Both",5,966,0.005175983436853
2,"Proteobacteria","Unknown","None",312,966,0.322981366459627
2,"Proteobacteria","Unknown","PyOM",3,966,0.0031055900621118
2,"Proteobacteria","Unknown","Stover",32,966,0.0331262939958592
2,"Proteobacteria","Xanthobacteraceae","None",3,966,0.0031055900621118
2,"Proteobacteria","Xanthomonadaceae","Both",9,966,0.0093167701863354
2,"Proteobacteria","Xanthomonadaceae","None",21,966,0.0217391304347826
2,"Proteobacteria","Xanthomonadaceae","Stover",6,966,0.0062111801242236
2,"Spirochaetes","Leptospiraceae","Stover",1,4,0.25
2,"Spirochaetes","Spirochaetaceae","None",1,4,0.25
2,"Spirochaetes","Spirochaetaceae","Stover",2,4,0.5
2,"[Thermi]","Deinococcaceae","None",4,4,1
2,"TM6","Unknown","None",3,3,1
2,"TM7","Unknown","None",5,5,1
2,"Verrucomicrobia","auto67_4W","None",4,182,0.021978021978022
2,"Verrucomicrobia","auto67_4W","Stover",3,182,0.0164835164835165
2,"Verrucomicrobia","[Cerasicoccaceae]","None",1,182,0.00549450549450549
2,"Verrucomicrobia","[Cerasicoccaceae]","Stover",1,182,0.00549450549450549
2,"Verrucomicrobia","[Chthoniobacteraceae]","Both",5,182,0.0274725274725275
2,"Verrucomicrobia","[Chthoniobacteraceae]","None",45,182,0.247252747252747
2,"Verrucomicrobia","[Chthoniobacteraceae]","PyOM",1,182,0.00549450549450549
2,"Verrucomicrobia","[Chthoniobacteraceae]","Stover",8,182,0.043956043956044
2,"Verrucomicrobia","Ellin515","None",19,182,0.104395604395604
2,"Verrucomicrobia","Ellin517","None",15,182,0.0824175824175824
2,"Verrucomicrobia","Ellin517","PyOM",2,182,0.010989010989011
2,"Verrucomicrobia","OPB35","None",4,182,0.021978021978022
2,"Verrucomicrobia","Opitutaceae","None",6,182,0.032967032967033
2,"Verrucomicrobia","Opitutaceae","Stover",3,182,0.0164835164835165
2,"Verrucomicrobia","[Pedosphaeraceae]","None",7,182,0.0384615384615385
2,"Verrucomicrobia","R4-41B","None",2,182,0.010989010989011
2,"Verrucomicrobia","Unknown","None",39,182,0.214285714285714
2,"Verrucomicrobia","Unknown","Stover",1,182,0.00549450549450549
2,"Verrucomicrobia","Verrucomicrobiaceae","Both",6,182,0.032967032967033
2,"Verrucomicrobia","Verrucomicrobiaceae","None",4,182,0.021978021978022
2,"Verrucomicrobia","Verrucomicrobiaceae","PyOM",1,182,0.00549450549450549
2,"Verrucomicrobia","Verrucomicrobiaceae","Stover",5,182,0.0274725274725275
2,"WPS-2","Unknown","None",5,5,1
2,"WS2","Unknown","None",2,2,1
2,"WS3","CV106","None",1,42,0.0238095238095238
2,"WS3","PRR-10","None",29,42,0.69047619047619
2,"WS3","Unknown","None",12,42,0.285714285714286
2,NA,"Unknown","None",14,15,0.933333333333333
2,NA,"Unknown","PyOM",1,15,0.0666666666666667
